# Species	Genes	Alg.-Conn.	E_billingiae_protein.faa	E_gerundensis_protein.faa	E_persicina_protein.faa	E_pyrifoliae_protein.faa	E_tasmaniensis_protein.faa
5	5	0.947	WP_013201923.1	WP_067430290.1	WP_222681500.1	WP_012668209.1	WP_012441551.1
5	5	0.923	WP_013201922.1	WP_225700697.1	WP_062743479.1	WP_012668210.1	WP_012441552.1
5	5	0.891	WP_013201921.1	WP_067430284.1	WP_062743480.1	WP_012668211.1	WP_012441553.1
4	4	0.981	WP_013201919.1	WP_067430281.1	WP_062743482.1	*	WP_012441554.1
5	5	0.972	WP_041692286.1	WP_067430278.1	WP_062743483.1	WP_012668213.1	WP_012441555.1
5	5	0.94	WP_013201917.1	WP_187488547.1	WP_118664225.1	WP_012668214.1	WP_012441556.1
5	5	0.952	WP_013201916.1	WP_187486685.1	WP_062743485.1	WP_012668215.1	WP_012441557.1
4	4	0.974	WP_013201915.1	WP_067430270.1	WP_222681501.1	*	WP_012441558.1
5	5	0.946	WP_013201914.1	WP_225700698.1	WP_062743491.1	WP_012668220.1	WP_012441563.1
5	5	0.913	WP_013201912.1	WP_225700700.1	WP_062743493.1	WP_012668221.1	WP_012441565.1
5	5	0.945	WP_013201910.1	WP_067430255.1	WP_062743495.1	WP_012668222.1	WP_012441566.1
5	5	0.941	WP_013201908.1	WP_067430246.1	WP_118664230.1	WP_012668225.1	WP_012441567.1
4	4	0.923	*	WP_067430244.1	WP_062743498.1	WP_012668226.1	WP_012441568.1
5	5	0.909	WP_013201927.1	WP_225700695.1	WP_222681499.1	WP_012668205.1	WP_012441547.1
5	5	0.94	WP_013201903.1	WP_187486677.1	WP_062743501.1	WP_012668227.1	WP_012441571.1
5	5	0.919	WP_013201902.1	WP_067430223.1	WP_062743503.1	WP_012668230.1	WP_012441572.1
5	5	0.869	WP_013201899.1	WP_209499797.1	WP_062743505.1	WP_012668232.1	WP_012441574.1
5	5	0.922	WP_013201898.1	WP_187488556.1	WP_062743506.1	WP_012668233.1	WP_012441575.1
5	5	0.875	WP_013201897.1	WP_225700705.1	WP_062743507.1	WP_012668234.1	WP_012441576.1
5	5	0.947	WP_013201896.1	WP_067430201.1	WP_062743510.1	WP_012668235.1	WP_012441577.1
5	5	0.944	WP_013201895.1	WP_067430198.1	WP_222681504.1	WP_012668236.1	WP_012441578.1
5	5	0.947	WP_013201892.1	WP_067430188.1	WP_062743513.1	WP_012668237.1	WP_012441579.1
5	5	0.912	WP_013201890.1	WP_067430182.1	WP_062743515.1	WP_012668238.1	WP_012441580.1
5	5	0.962	WP_013201889.1	WP_187486668.1	WP_062743516.1	WP_012668239.1	WP_012441581.1
5	5	0.908	WP_013201887.1	WP_067430176.1	WP_062743517.1	WP_012668240.1	WP_012441582.1
5	5	0.939	WP_013201886.1	WP_067430169.1	WP_222681505.1	WP_012668241.1	WP_012441583.1
5	5	0.839	WP_013201885.1	WP_225700710.1	WP_062743519.1	WP_012668242.1	WP_012441585.1
5	5	0.921	WP_013201884.1	WP_225700711.1	WP_118664238.1	WP_012668243.1	WP_012441586.1
5	5	0.951	WP_013201883.1	WP_067430160.1	WP_062743521.1	WP_012668244.1	WP_012441587.1
5	5	0.939	WP_013201955.1	WP_187488537.1	WP_118664209.1	WP_012668182.1	WP_012441521.1
5	5	0.886	WP_013201987.1	WP_067430424.1	WP_062743401.1	WP_012668161.1	WP_012441502.1
5	5	0.937	WP_013201986.1	WP_225701710.1	WP_062743402.1	WP_012668162.1	WP_012441503.1
5	5	0.93	WP_013201985.1	WP_067430419.1	WP_062743403.1	WP_012668163.1	WP_012441504.1
5	5	0.884	WP_013201984.1	WP_067430416.1	WP_062743404.1	WP_012668164.1	WP_012441505.1
5	5	0.954	WP_013201983.1	WP_209502151.1	WP_118664199.1	WP_012668165.1	WP_012441506.1
5	5	0.938	WP_013201982.1	WP_225701711.1	WP_062743406.1	WP_012668166.1	WP_012441507.1
5	5	0.814	WP_013201972.1	WP_067430394.1	WP_062743414.1	WP_012668169.1	WP_012441508.1
5	5	0.953	WP_013201971.1	WP_067430391.1	WP_062743415.1	WP_012441509.1	WP_012441509.1
5	5	0.963	WP_013201970.1	WP_067430387.1	WP_062743416.1	WP_012668170.1	WP_012441510.1
5	5	0.979	WP_013201968.1	WP_187486699.1	WP_222681491.1	WP_012668172.1	WP_012441512.1
5	5	0.903	WP_013201967.1	WP_067430381.1	WP_222681492.1	WP_012668173.1	WP_012441513.1
5	5	0.957	WP_013201966.1	WP_225701714.1	WP_062743437.1	WP_012668174.1	WP_012441514.1
5	5	0.939	WP_013201965.1	WP_067430376.1	WP_062743438.1	WP_012668175.1	WP_012441515.1
5	5	0.91	WP_013201960.1	WP_225701715.1	WP_062743442.1	WP_012668179.1	WP_012441519.1
5	5	0.74	WP_013201956.1	WP_067430368.1	WP_062743446.1	WP_012668181.1	WP_012441520.1
5	5	0.845	WP_013201598.1	WP_067429394.1	WP_062743797.1	WP_012668496.1	WP_012441796.1
5	5	0.952	WP_013201954.1	WP_187486697.1	WP_062743448.1	WP_012668183.1	WP_012441522.1
5	5	0.939	WP_013201953.1	WP_187486706.1	WP_062743449.1	WP_012668184.1	WP_012441523.1
5	5	0.966	WP_013201951.1	WP_225701716.1	WP_222681494.1	WP_012668185.1	WP_012441524.1
5	5	0.611	WP_013201254.1	WP_187487799.1	WP_222681496.1	WP_012668192.1	WP_012441534.1
5	5	0.761	WP_013201943.1	WP_187486695.1	WP_222681497.1	WP_012668193.1	WP_012441535.1
5	5	0.954	WP_013201942.1	WP_067430338.1	WP_062743462.1	WP_012668194.1	WP_012441536.1
5	5	0.916	WP_013201941.1	WP_067430335.1	WP_062743648.1	WP_012668195.1	WP_012441537.1
5	5	0.965	WP_013201938.1	WP_067430329.1	WP_062743464.1	WP_004169715.1	WP_012441539.1
5	5	0.886	WP_013201937.1	WP_067430326.1	WP_118664218.1	WP_012668197.1	WP_012441540.1
5	5	0.938	WP_013201936.1	WP_067430323.1	WP_062743466.1	WP_012668198.1	WP_012441541.1
5	5	0.936	WP_013201935.1	WP_067430320.1	WP_062743467.1	WP_012668199.1	WP_012441542.1
5	5	0.903	WP_013201934.1	WP_225700693.1	WP_222681498.1	WP_012668200.1	WP_012441543.1
5	5	0.958	WP_013201933.1	WP_067430314.1	WP_062743469.1	WP_012668201.1	WP_012441544.1
5	5	0.925	WP_013201932.1	WP_067435299.1	WP_062743470.1	WP_012668202.1	WP_012441545.1
5	5	0.943	WP_013201930.1	WP_067430308.1	WP_062743472.1	WP_012668204.1	WP_012441546.1
5	5	0.914	WP_013201331.1	WP_067428777.1	WP_062748475.1	WP_012668708.1	WP_012442012.1
5	5	0.931	WP_013201323.1	WP_067428759.1	WP_062748456.1	WP_012668713.1	WP_012442020.1
5	5	0.942	WP_013201324.1	WP_225700882.1	WP_137268643.1	WP_012668712.1	WP_012442019.1
5	5	0.951	WP_013201325.1	WP_225700881.1	WP_062748460.1	WP_012668711.1	WP_012442018.1
5	5	0.936	WP_013201326.1	WP_067428767.1	WP_062748462.1	WP_012668710.1	WP_012442017.1
5	5	0.918	WP_013201327.1	WP_209500312.1	WP_062748464.1	WP_012668709.1	WP_012442016.1
4	4	0.954	WP_013201328.1	WP_225700880.1	WP_062748466.1	*	WP_012442015.1
4	4	0.966	WP_013201329.1	WP_225700879.1	WP_062748468.1	*	WP_012442014.1
4	4	0.88	WP_065762065.1	WP_067428775.1	WP_062748470.1	*	WP_012442013.1
5	5	0.94	WP_013201322.1	WP_187486145.1	WP_062748454.1	WP_012668714.1	WP_012442021.1
5	5	0.943	WP_013201332.1	WP_067428779.1	WP_171148735.1	WP_012668707.1	WP_012442011.1
5	5	0.931	WP_013201333.1	WP_067428782.1	WP_062748479.1	WP_012668706.1	WP_012442010.1
5	5	0.827	WP_013201334.1	WP_187487909.1	WP_191927225.1	WP_012668705.1	WP_012442009.1
5	5	0.919	WP_013201335.1	WP_225700878.1	WP_062748483.1	WP_012668704.1	WP_012442008.1
5	5	0.885	WP_013201336.1	WP_067428795.1	WP_062748485.1	WP_004156682.1	WP_012442007.1
5	5	0.941	WP_013201337.1	WP_067428798.1	WP_062748487.1	WP_012668703.1	WP_012442006.1
4	4	0.97	WP_013201338.1	WP_067428801.1	WP_062749372.1	*	WP_012442005.1
5	5	0.849	WP_013201339.1	WP_067428804.1	WP_062749370.1	WP_012668702.1	WP_012442004.1
5	5	0.925	WP_013201321.1	WP_067428754.1	WP_062748452.1	WP_012668715.1	WP_012442022.1
5	5	0.956	WP_013201320.1	WP_067428751.1	WP_062748450.1	WP_012668716.1	WP_012442023.1
5	5	0.952	WP_013201319.1	WP_067428748.1	WP_062748449.1	WP_012668717.1	WP_012442024.1
5	5	0.887	WP_013201318.1	WP_067428745.1	WP_062748448.1	WP_014539209.1	WP_012442025.1
5	5	0.882	WP_013201317.1	WP_225700883.1	WP_062748447.1	WP_012668719.1	WP_012442026.1
5	5	0.958	WP_013201316.1	WP_067428738.1	WP_162900983.1	WP_012668720.1	WP_012442027.1
5	5	0.951	WP_013201315.1	WP_067428736.1	WP_062748444.1	WP_012668721.1	WP_012442028.1
5	5	0.939	WP_013201314.1	WP_225700884.1	WP_062748442.1	WP_012668722.1	WP_012442029.1
5	5	0.939	WP_013201313.1	WP_225700885.1	WP_062748440.1	WP_012668723.1	WP_012442030.1
5	5	0.939	WP_013201312.1	WP_225700886.1	WP_062748438.1	WP_012668724.1	WP_012442031.1
5	5	0.981	WP_013201311.1	WP_225700887.1	WP_062748436.1	WP_012668725.1	WP_012442032.1
5	5	0.923	WP_013201309.1	WP_225700888.1	WP_062748434.1	WP_012668726.1	WP_012442033.1
5	5	0.895	WP_013201308.1	WP_187486151.1	WP_222681616.1	WP_012668727.1	WP_012442034.1
5	5	0.752	WP_013201306.1	WP_067436636.1	WP_062748427.1	WP_012668729.1	WP_012442035.1
5	5	0.932	WP_013201305.1	WP_067428712.1	WP_062748425.1	WP_012668730.1	WP_012442036.1
5	5	0.937	WP_013201358.1	WP_225700867.1	WP_222681613.1	WP_012668681.1	WP_012441985.1
5	5	0.853	WP_013201375.1	WP_225701763.1	WP_137269594.1	WP_012668664.1	WP_012441969.1
5	5	0.954	WP_013201374.1	WP_225700863.1	WP_062746476.1	WP_012668665.1	WP_012441970.1
5	5	0.874	WP_013201373.1	WP_187486122.1	WP_062746474.1	WP_012668666.1	WP_012441971.1
5	5	0.953	WP_013201372.1	WP_187486123.1	WP_062746471.1	WP_012668667.1	WP_012441972.1
5	5	0.919	WP_013201371.1	WP_067428893.1	WP_062746469.1	WP_012668668.1	WP_012441973.1
5	5	0.924	WP_013201369.1	WP_067428888.1	WP_062746733.1	WP_012668670.1	WP_012441975.1
5	5	0.967	WP_013201368.1	WP_067428886.1	WP_062746467.1	WP_012668671.1	WP_012441976.1
5	5	0.936	WP_013201367.1	WP_067428883.1	WP_062746465.1	WP_012668673.1	WP_012441977.1
5	5	0.927	WP_013201366.1	WP_173645391.1	WP_222681610.1	WP_012668674.1	WP_012441978.1
5	5	0.714	WP_013201365.1	WP_225700864.1	WP_137269593.1	WP_041474016.1	WP_012441979.1
5	5	0.822	WP_013201364.1	WP_225700865.1	WP_222681611.1	WP_012668676.1	WP_012441980.1
5	5	0.944	WP_013201363.1	WP_067428871.1	WP_062746458.1	WP_012668677.1	WP_012441981.1
5	5	0.964	WP_013201362.1	WP_225700866.1	WP_222681612.1	WP_012668678.1	WP_012441982.1
5	5	0.906	WP_013201361.1	WP_187487919.1	WP_118664416.1	WP_012668679.1	WP_012441983.1
5	5	0.933	WP_013201359.1	WP_067428861.1	WP_062746450.1	WP_012668680.1	WP_012441984.1
5	5	0.895	WP_013201304.1	WP_067428709.1	WP_062748423.1	WP_012668731.1	WP_012442037.1
5	5	0.906	WP_013201357.1	WP_225700868.1	WP_187509557.1	WP_012668682.1	WP_012441986.1
5	5	0.954	WP_013201356.1	WP_225700869.1	WP_118664444.1	WP_012668683.1	WP_012441987.1
5	5	0.933	WP_013201355.1	WP_067428851.1	WP_062749340.1	WP_012668684.1	WP_012441988.1
5	5	0.907	WP_013201354.1	WP_225700870.1	WP_118664445.1	WP_012668685.1	WP_012441989.1
5	5	0.788	WP_013201353.1	WP_071852491.1	WP_072277518.1	WP_012668686.1	WP_012441990.1
5	5	0.901	WP_013201352.1	WP_187486135.1	WP_222681614.1	WP_012668687.1	WP_012441991.1
5	5	0.948	WP_013201351.1	WP_225700871.1	WP_191927221.1	WP_012668690.1	WP_012441992.1
5	5	0.918	WP_013201350.1	WP_225700872.1	WP_062749350.1	WP_012668691.1	WP_012441993.1
5	5	0.937	WP_013201349.1	WP_067428835.1	WP_222681615.1	WP_012668692.1	WP_012441994.1
5	5	0.875	WP_013201348.1	WP_225700873.1	WP_062749354.1	WP_012668693.1	WP_012441995.1
5	5	0.933	WP_013201347.1	WP_067428832.1	WP_048916699.1	WP_014543775.1	WP_012441996.1
5	5	0.925	WP_013201346.1	WP_067428829.1	WP_191927224.1	WP_012668697.1	WP_012441999.1
5	5	0.946	WP_041691948.1	WP_225700875.1	WP_062749363.1	WP_012668699.1	WP_012442001.1
5	5	0.872	WP_013201341.1	WP_225700876.1	WP_062749365.1	WP_012668700.1	WP_012442002.1
5	5	0.951	WP_013201340.1	WP_225700877.1	WP_118664447.1	WP_012668701.1	WP_012442003.1
5	5	0.922	WP_013201239.1	WP_225701974.1	WP_222681632.1	WP_014543696.1	WP_012442096.1
5	5	0.811	WP_013201266.1	WP_067428615.1	WP_062745309.1	WP_012668769.1	WP_012442075.1
5	5	0.936	WP_013201262.1	WP_225700896.1	WP_187510066.1	WP_012668770.1	WP_012442076.1
5	5	0.889	WP_013204300.1	WP_209501751.1	WP_222681625.1	WP_012668772.1	WP_012442078.1
5	5	0.95	WP_013204299.1	WP_225701537.1	WP_222681626.1	WP_012668773.1	WP_012442079.1
5	5	0.901	WP_013204298.1	WP_225701536.1	WP_062745295.1	WP_012668774.1	WP_012442080.1
5	5	0.94	WP_013204296.1	WP_225701535.1	WP_062745291.1	WP_012668776.1	WP_012442082.1
5	5	0.886	WP_013204295.1	WP_225701534.1	WP_118664474.1	WP_012668777.1	WP_012442083.1
5	5	0.929	WP_013201252.1	WP_067433592.1	WP_062745276.1	WP_012668782.1	WP_012442086.1
5	5	0.969	WP_013201251.1	WP_067433590.1	WP_062745273.1	WP_012668783.1	WP_012442087.1
5	5	0.647	WP_013201249.1	WP_067429785.1	WP_062745270.1	WP_004169116.1	WP_012442088.1
5	5	0.633	WP_013201244.1	WP_225701971.1	WP_187510028.1	WP_012668784.1	WP_012442091.1
4	4	0.787	WP_013201243.1	WP_067435777.1	WP_222681630.1	*	WP_012442092.1
5	5	0.875	WP_013201242.1	WP_225701972.1	WP_062745252.1	WP_012668785.1	WP_012442093.1
5	5	0.894	WP_013201241.1	WP_187488470.1	WP_187510026.1	WP_012668786.1	WP_012442094.1
5	5	0.962	WP_013201240.1	WP_225701973.1	WP_222681631.1	WP_012668787.1	WP_012442095.1
5	5	0.923	WP_013201267.1	WP_067428620.1	WP_062745311.1	WP_012668768.1	WP_012442074.1
5	5	0.898	WP_013201238.1	WP_187488473.1	WP_118664481.1	WP_012668789.1	WP_012442097.1
5	5	0.88	WP_013201237.1	WP_225701722.1	WP_222681633.1	WP_012668791.1	WP_012442099.1
5	5	0.933	WP_013202045.1	WP_067429780.1	WP_062745214.1	WP_012668801.1	WP_012442109.1
5	5	0.727	WP_013203245.1	WP_225701644.1	WP_062745163.1	WP_012668803.1	WP_012442110.1
3	3	0.962	*	WP_071852505.1	*	WP_071819820.1	WP_012442111.1
3	3	0.843	*	WP_225701933.1	WP_118665100.1	*	WP_012442127.1
5	5	0.944	WP_013201156.1	WP_067428567.1	WP_062745132.1	WP_012668813.1	WP_012442147.1
5	5	0.887	WP_013201155.1	WP_067428564.1	WP_062745129.1	WP_012668814.1	WP_012442148.1
5	5	0.976	WP_013201153.1	WP_187487870.1	WP_062745127.1	WP_012668816.1	WP_012442151.1
5	5	0.958	WP_013201152.1	WP_067428558.1	WP_062745124.1	WP_004156470.1	WP_012442153.1
5	5	0.861	WP_013201151.1	WP_187486177.1	WP_062745122.1	WP_012668817.1	WP_012442154.1
5	5	0.936	WP_013201150.1	WP_067428554.1	WP_062745120.1	WP_012668818.1	WP_012442155.1
5	5	0.959	WP_013201149.1	WP_225700918.1	WP_187509958.1	WP_012668819.1	WP_012442156.1
5	5	0.957	WP_013201146.1	WP_225700919.1	WP_222681644.1	WP_012668820.1	WP_012442157.1
5	5	0.977	WP_013201145.1	WP_225700920.1	WP_062745114.1	WP_012668821.1	WP_012442158.1
5	5	0.954	WP_013201284.1	WP_067428669.1	WP_062745350.1	WP_012668751.1	WP_012442057.1
5	5	0.882	WP_013201303.1	WP_187486153.1	WP_222681617.1	WP_012668732.1	WP_012442038.1
5	5	0.971	WP_013201302.1	WP_067428703.1	WP_062748419.1	WP_012668733.1	WP_012442039.1
5	5	0.921	WP_013201300.1	WP_067428697.1	WP_062748415.1	WP_012668735.1	WP_012442041.1
4	4	0.588	*	WP_225701931.1	WP_062748405.1	WP_012668736.1	WP_012442042.1
4	4	0.551	*	WP_067428695.1	WP_222681618.1	WP_012668737.1	WP_012442043.1
5	5	0.942	WP_013201297.1	WP_225700889.1	WP_222681620.1	WP_012668738.1	WP_012442044.1
5	5	0.593	WP_041691945.1	WP_225700890.1	WP_187510067.1	WP_014539214.1	WP_012442045.1
5	5	0.923	WP_013201295.1	WP_067428691.1	WP_062748395.1	WP_012668740.1	WP_012442046.1
5	5	0.937	WP_013201294.1	WP_067428689.1	WP_062748393.1	WP_012668741.1	WP_012442047.1
5	5	0.919	WP_013201293.1	WP_067428686.1	WP_062748391.1	WP_012668742.1	WP_012442048.1
5	5	0.965	WP_013201292.1	WP_067435206.1	WP_062748489.1	WP_012668743.1	WP_012442049.1
5	5	0.936	WP_013201291.1	WP_187486156.1	WP_118664464.1	WP_012668744.1	WP_012442050.1
5	5	0.928	WP_013201287.1	WP_225700892.1	WP_118664465.1	WP_012668748.1	WP_012442054.1
5	5	0.944	WP_013201286.1	WP_067428672.1	WP_062745354.1	WP_012668749.1	WP_012442055.1
5	5	0.974	WP_013201285.1	WP_209500334.1	WP_222681621.1	WP_012668750.1	WP_012442056.1
5	5	0.913	WP_013201377.1	WP_067428909.1	WP_062746483.1	WP_012668663.1	WP_012441968.1
5	5	0.965	WP_013201283.1	WP_067428665.1	WP_062745348.1	WP_012668752.1	WP_012442058.1
5	5	0.957	WP_013201282.1	WP_067428662.1	WP_062745345.1	WP_012668753.1	WP_012442059.1
5	5	0.949	WP_013201281.1	WP_067428659.1	WP_222681622.1	WP_012668754.1	WP_012442060.1
5	5	0.903	WP_013201280.1	WP_067428656.1	WP_062745340.1	WP_014539220.1	WP_012442061.1
5	5	0.952	WP_013201279.1	WP_067428654.1	WP_137268655.1	WP_012668756.1	WP_012442062.1
5	5	0.969	WP_013201277.1	WP_067428648.1	WP_191927237.1	WP_104945033.1	WP_012442064.1
5	5	0.835	WP_013201276.1	WP_067428645.1	WP_062745331.1	WP_012668759.1	WP_012442065.1
5	5	0.863	WP_041691943.1	WP_067428642.1	WP_062745328.1	WP_012668760.1	WP_012442066.1
5	5	0.926	WP_013201274.1	WP_067428638.1	WP_062745326.1	WP_012668761.1	WP_012442067.1
5	5	0.957	WP_013201273.1	WP_067428634.1	WP_062745324.1	WP_012668762.1	WP_012442068.1
5	5	0.939	WP_013201272.1	WP_067435197.1	WP_062745322.1	WP_012668763.1	WP_012442069.1
5	5	0.911	WP_013201271.1	WP_225700893.1	WP_222681623.1	WP_012668764.1	WP_012442070.1
5	5	0.951	WP_013201270.1	WP_067428629.1	WP_222681624.1	WP_104945032.1	WP_012442071.1
5	5	0.927	WP_013201269.1	WP_067428626.1	WP_062745316.1	WP_012668766.1	WP_012442072.1
5	5	0.945	WP_041691942.1	WP_225700894.1	WP_062745313.1	WP_012668767.1	WP_012442073.1
4	4	0.811	WP_013201535.1	WP_225700816.1	WP_222681582.1	*	WP_012441852.1
5	5	0.956	WP_013201552.1	WP_082691680.1	WP_222681577.1	WP_012668533.1	WP_012441835.1
5	5	0.947	WP_013201551.1	WP_067429278.1	WP_062743849.1	WP_012668534.1	WP_012441836.1
5	5	0.932	WP_013201550.1	WP_187486372.1	WP_062743850.1	WP_012668535.1	WP_012441837.1
5	5	0.922	WP_013201549.1	WP_067429272.1	WP_062743851.1	WP_012668536.1	WP_012441838.1
5	5	0.944	WP_013201548.1	WP_225700811.1	WP_222681578.1	WP_012668537.1	WP_012441839.1
5	5	0.96	WP_013201547.1	WP_225700812.1	WP_062743898.1	WP_014539119.1	WP_012441840.1
5	5	0.948	WP_013201546.1	WP_067429266.1	WP_062743853.1	WP_012668539.1	WP_012441841.1
5	5	0.941	WP_013201544.1	WP_225700813.1	WP_222681579.1	WP_012668541.1	WP_012441843.1
5	5	0.952	WP_013201543.1	WP_067429258.1	WP_062743856.1	WP_012668542.1	WP_012441844.1
5	5	0.942	WP_013201542.1	WP_067429256.1	WP_062743857.1	WP_012668543.1	WP_012441845.1
5	5	0.895	WP_041692253.1	WP_225700814.1	WP_062743858.1	WP_012668544.1	WP_012441846.1
5	5	0.944	WP_013201540.1	WP_225700815.1	WP_118664352.1	WP_012668545.1	WP_012441847.1
5	5	0.943	WP_013201538.1	WP_067429244.1	WP_222681580.1	WP_012668547.1	WP_012441849.1
5	5	0.928	WP_013201537.1	WP_187486378.1	WP_118664353.1	WP_012668548.1	WP_012441850.1
5	5	0.921	WP_013201536.1	WP_187488163.1	WP_222681581.1	WP_012668549.1	WP_012441851.1
5	5	0.931	WP_013201553.1	WP_187488170.1	WP_062743847.1	WP_012668532.1	WP_012441834.1
5	5	0.954	WP_013201534.1	WP_067429234.1	WP_062743865.1	WP_012668550.1	WP_012441853.1
5	5	0.956	WP_013201533.1	WP_067429231.1	WP_222681583.1	WP_012668551.1	WP_012441854.1
5	5	0.9	WP_013201531.1	WP_225700818.1	WP_222681584.1	WP_012668552.1	WP_012441855.1
5	5	0.95	WP_013201530.1	WP_067429222.1	WP_062743869.1	WP_012668553.1	WP_012441856.1
5	5	0.692	WP_231853709.1	WP_225700819.1	WP_222681585.1	WP_012668554.1	WP_012441857.1
5	5	0.917	WP_013201528.1	WP_067429218.1	WP_062743871.1	WP_012668555.1	WP_012441858.1
5	5	0.925	WP_013201527.1	WP_067429216.1	WP_062743872.1	WP_012668556.1	WP_012441859.1
5	5	0.916	WP_013201526.1	WP_067429214.1	WP_062743873.1	WP_012668557.1	WP_012441860.1
5	5	0.942	WP_151038745.1	WP_225700820.1	WP_062743899.1	WP_012668558.1	WP_012441861.1
5	5	0.956	WP_013201524.1	WP_187488158.1	WP_118664357.1	WP_012668559.1	WP_012441862.1
5	5	0.954	WP_013201523.1	WP_225700821.1	WP_062743875.1	WP_012668560.1	WP_012441863.1
4	4	0.933	WP_013201522.1	WP_225700822.1	WP_062743876.1	*	WP_012441864.1
5	5	0.943	WP_013201519.1	WP_067429193.1	WP_062743879.1	WP_012668561.1	WP_012441867.1
5	5	0.973	WP_013201518.1	WP_225700823.1	WP_062743880.1	WP_012668564.1	WP_012441868.1
5	5	0.948	WP_013201517.1	WP_209500183.1	WP_062743881.1	WP_012668565.1	WP_012441869.1
5	5	0.943	WP_013201571.1	WP_187486362.1	WP_062743830.1	WP_012668514.1	WP_012441814.1
5	5	0.823	WP_013201596.1	WP_067429391.1	WP_062743799.1	WP_012668497.1	WP_012441798.1
5	5	0.686	WP_013201595.1	WP_187488248.1	WP_187509620.1	WP_012668498.1	WP_012441799.1
5	5	0.957	WP_013201592.1	WP_187486350.1	WP_222681568.1	WP_012668499.1	WP_012441800.1
4	4	0.786	*	WP_225700795.1	WP_222682333.1	WP_012668500.1	WP_012441801.1
5	5	0.932	WP_013201591.1	WP_225700796.1	WP_062743804.1	WP_012668501.1	WP_012441802.1
5	5	0.915	WP_013201581.1	WP_067429364.1	WP_062743814.1	WP_012668503.1	WP_012441804.1
5	5	0.945	WP_013201580.1	WP_225700799.1	WP_222681570.1	WP_012668504.1	WP_012441805.1
5	5	0.913	WP_013201579.1	WP_225700800.1	WP_062743816.1	WP_012668505.1	WP_012441806.1
5	5	0.94	WP_013201578.1	WP_067429355.1	WP_222681572.1	WP_012668507.1	WP_012441807.1
5	5	0.937	WP_013201577.1	WP_067429352.1	WP_222681573.1	WP_012668508.1	WP_012441808.1
5	5	0.821	WP_013201576.1	WP_225700801.1	WP_062743825.1	WP_012668509.1	WP_012441809.1
5	5	0.937	WP_013201575.1	WP_225700802.1	WP_062743826.1	WP_012668510.1	WP_012441810.1
5	5	0.921	WP_013201574.1	WP_067429344.1	WP_062743827.1	WP_012668511.1	WP_012441811.1
5	5	0.885	WP_013201573.1	WP_173645392.1	WP_062743828.1	WP_012668512.1	WP_012441812.1
5	5	0.808	WP_013201572.1	WP_225700803.1	WP_062743829.1	WP_012668513.1	WP_012441813.1
5	5	0.95	WP_013201516.1	WP_067429184.1	WP_062743882.1	WP_012668566.1	WP_012441870.1
5	5	0.907	WP_013201570.1	WP_225700804.1	WP_062743831.1	WP_012668515.1	WP_012441815.1
5	5	0.927	WP_013201569.1	WP_187486364.1	WP_062743832.1	WP_012668516.1	WP_012441816.1
5	5	0.711	WP_013201567.1	WP_067429321.1	WP_062743834.1	WP_012668518.1	WP_012441818.1
5	5	0.753	WP_013201566.1	WP_225700805.1	WP_187509611.1	WP_012668519.1	WP_012441819.1
5	5	0.927	WP_013201565.1	WP_067429315.1	WP_062743837.1	WP_012668520.1	WP_012441820.1
5	5	0.943	WP_013201564.1	WP_225700806.1	WP_062743838.1	WP_012668521.1	WP_012441821.1
5	5	0.882	WP_013201562.1	WP_067429307.1	WP_062743839.1	WP_012668523.1	WP_012441823.1
5	5	0.863	WP_013201561.1	WP_067429305.1	WP_118664343.1	WP_012668524.1	WP_012441825.1
5	5	0.949	WP_041691957.1	WP_209500130.1	WP_118664344.1	WP_041474010.1	WP_012441826.1
5	5	0.919	WP_013201559.1	WP_225700808.1	WP_187509609.1	WP_012668526.1	WP_012441827.1
5	5	0.974	WP_013201558.1	WP_067429295.1	WP_062743843.1	WP_012668527.1	WP_012441828.1
5	5	0.971	WP_013201557.1	WP_225700809.1	WP_062743897.1	WP_012668528.1	WP_012441829.1
5	5	0.935	WP_013201556.1	WP_225700810.1	WP_222681576.1	WP_012668529.1	WP_012441830.1
5	5	0.824	WP_013201555.1	WP_067429289.1	WP_062743845.1	WP_012668530.1	WP_012441831.1
5	5	0.953	WP_013201554.1	WP_209500140.1	WP_062743846.1	WP_012668531.1	WP_012441832.1
5	5	0.929	WP_013201435.1	WP_225700849.1	WP_062746583.1	WP_012668638.1	WP_012441943.1
5	5	0.96	WP_013201464.1	WP_067429038.1	WP_062746629.1	WP_012668610.1	WP_012441915.1
5	5	0.682	WP_041691953.1	WP_225700843.1	WP_118664378.1	WP_012668611.1	WP_012441916.1
5	5	0.978	WP_013201461.1	WP_067429031.1	WP_062746622.1	WP_012668612.1	WP_012441917.1
5	5	0.906	WP_013201460.1	WP_209500220.1	WP_062746618.1	WP_012668614.1	WP_012441918.1
5	5	0.902	WP_013201459.1	WP_225700844.1	WP_222681596.1	WP_012668615.1	WP_012441919.1
5	5	0.95	WP_013201458.1	WP_067429026.1	WP_062746613.1	WP_012668616.1	WP_012441920.1
4	4	0.771	WP_013201457.1	WP_067429766.1	*	WP_012668617.1	WP_012441921.1
5	5	0.967	WP_013201456.1	WP_067429016.1	WP_062746611.1	WP_012668618.1	WP_012441922.1
5	5	0.935	WP_013201455.1	WP_067429014.1	WP_062746608.1	WP_012668619.1	WP_012441923.1
